PartitionKey,RowKey,ASIN,AcceptedQuantity,Account,Availability,BackOrdered,CaseCost,CaseCostCurrency,CaseSize,ConfirmedShipDate,ExpectedDate,ModelNumber,POID,ProductIDType,Product_Image_URL,Product_URL,QuantityOutstanding,QuantityReceived,QuantityRequested,SKU,ShipLocation,Status,Title,TotalCost,TotalCostCurrency,UnitCost,UnitCostCurrency,Vendor,WindowEnd,WindowStart,WindowType
Demo,B076P4K7N1-2TFZNYUZ,B076P4K7N1,,Demo,Discontinued: Obsolete,NO,,,,,,8542017502,2TFZNYUZ,,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B076P4K7N1&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,https://www.amazon.com/dp/B076P4K7N1,,,108,B076P4K7N1,"MKE1 - Kenosha, WI",Closed,"BUBM Desk Pad Protector 35"" x 18"", PU Leather Desk Mat Blotters Organizer with Comfortable Writing Surface(Pink)",,,1,,Demo,02/28/2021,02/21/2021,Ship window (Collect)
Demo,B076P4K7N1-2QU1UFAT,B076P4K7N1,,Demo,Discontinued: Obsolete,NO,,,,,,8542017502,2QU1UFAT,,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B076P4K7N1&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,https://www.amazon.com/dp/B076P4K7N1,,,12,B076P4K7N1,"MKE1 - Kenosha, WI",Closed,"BUBM Desk Pad Protector 35"" x 18"", PU Leather Desk Mat Blotters Organizer with Comfortable Writing Surface(Pink)",,,1,,Demo,05/09/2021,05/02/2021,Ship window (Collect)
Demo,B076P4K7N1-2GF1ZP1N,B076P4K7N1,,Demo,Discontinued: Obsolete,NO,,,,,,8542017502,2GF1ZP1N,,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B076P4K7N1&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,https://www.amazon.com/dp/B076P4K7N1,,,6,B076P4K7N1,"OAK4 - Tracy, CA",Closed,"BUBM Desk Pad Protector 35"" x 18"", PU Leather Desk Mat Blotters Organizer with Comfortable Writing Surface(Pink)",,,1,,Demo,05/23/2021,05/16/2021,Ship window (Collect)
Demo,B076P4K7N1-33G3R2AU,B076P4K7N1,,Demo,Discontinued: Obsolete,NO,,,,,,8542017502,33G3R2AU,,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B076P4K7N1&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,https://www.amazon.com/dp/B076P4K7N1,,,6,B076P4K7N1,"DEN3 - Thornton, CO",Closed,"BUBM Desk Pad Protector 35"" x 18"", PU Leather Desk Mat Blotters Organizer with Comfortable Writing Surface(Pink)",,,1,,Demo,05/09/2021,05/02/2021,Ship window (Collect)
Demo,B076P4K7N1-3PPPWZZX,B076P4K7N1,,Demo,Discontinued: Obsolete,NO,,,,,,8542017502,3PPPWZZX,,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B076P4K7N1&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,https://www.amazon.com/dp/B076P4K7N1,,,6,B076P4K7N1,"DEN3 - Thornton, CO",Closed,"BUBM Desk Pad Protector 35"" x 18"", PU Leather Desk Mat Blotters Organizer with Comfortable Writing Surface(Pink)",,,1,,Demo,04/25/2021,04/18/2021,Ship window (Collect)
Demo,B076P4K7N1-33NAF21Y,B076P4K7N1,,Demo,Discontinued: Obsolete,NO,,,,,,8542017502,33NAF21Y,,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B076P4K7N1&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,https://www.amazon.com/dp/B076P4K7N1,,,6,B076P4K7N1,"OAK4 - Tracy, CA",Closed,"BUBM Desk Pad Protector 35"" x 18"", PU Leather Desk Mat Blotters Organizer with Comfortable Writing Surface(Pink)",,,1,,Demo,04/25/2021,04/18/2021,Ship window (Collect)
Demo,B076P4K7N1-1IXXT23F,B076P4K7N1,,Demo,Discontinued: Obsolete,NO,,,,,,8542017502,1IXXT23F,,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B076P4K7N1&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,https://www.amazon.com/dp/B076P4K7N1,,,36,B076P4K7N1,"MKE1 - Kenosha, WI",Closed,"BUBM Desk Pad Protector 35"" x 18"", PU Leather Desk Mat Blotters Organizer with Comfortable Writing Surface(Pink)",,,1,,Demo,03/14/2021,03/07/2021,Ship window (Collect)
Demo,B076P4K7N1-1PZ3ITAR,B076P4K7N1,,Demo,Discontinued: Obsolete,NO,,,,,,8542017502,1PZ3ITAR,,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B076P4K7N1&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,https://www.amazon.com/dp/B076P4K7N1,,,36,B076P4K7N1,"BFI4 - Kent, WA",Closed,"BUBM Desk Pad Protector 35"" x 18"", PU Leather Desk Mat Blotters Organizer with Comfortable Writing Surface(Pink)",,,1,,Demo,03/14/2021,03/07/2021,Ship window (Collect)
Demo,B076P4K7N1-2GAGWBFZ,B076P4K7N1,,Demo,Discontinued: Obsolete,NO,,,,,,8542017502,2GAGWBFZ,,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B076P4K7N1&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,https://www.amazon.com/dp/B076P4K7N1,,,12,B076P4K7N1,"PDX9 - Troutdale, OR",Closed,"BUBM Desk Pad Protector 35"" x 18"", PU Leather Desk Mat Blotters Organizer with Comfortable Writing Surface(Pink)",,,1,,Demo,05/09/2021,05/02/2021,Ship window (Collect)
Demo,B005KSTPLC-33GA3G2N,B005KSTPLC,,Demo,Cancelled: Invalid product information,NO,,,,,,023273-918,33GA3G2N,,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B005KSTPLC&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,https://www.amazon.com/dp/B005KSTPLC,,,1,B005KSTPLC,"PDX7 - Salem, OR",Closed,"Umbra Touch Waste, Small Trash Can with Lid, White",,,184.98,,Demo,01/25/2021,01/19/2021,Ship window (Collect)
Demo,B017VL0D2K-132PNNAN,B017VL0D2K,,Demo,Cancelled: Temporarily out of stock,NO,,,,,,SG_B017VL0D2K_US,132PNNAN,,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B017VL0D2K&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,https://www.amazon.com/dp/B017VL0D2K,,,116,B017VL0D2K,"ONT8 - Moreno Valley, CA",Closed,"Petforu Magnetic Levitation, High Rotation C Shape Magnetic Suspension Maglev Levitation Globe with LED Lights for Learning Education Teaching Demo Home Office Desk Decoration(US Plug) - Black",,,32.53,,Demo,01/11/2021,01/05/2021,Ship window (Collect)
Demo,B017VL0D2K-1ZF12WAW,B017VL0D2K,,Demo,Cancelled: Out of stock,NO,,,,,,SG_B017VL0D2K_US,1ZF12WAW,,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B017VL0D2K&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,https://www.amazon.com/dp/B017VL0D2K,,,32,B017VL0D2K,"LAX9 - FONTANA, CA",Closed,"Petforu Magnetic Levitation, High Rotation C Shape Magnetic Suspension Maglev Levitation Globe with LED Lights for Learning Education Teaching Demo Home Office Desk Decoration(US Plug) - Black",,,32.53,,Demo,01/11/2021,01/05/2021,Ship window (Collect)
Demo,B017VL0D2K-2F1PFZUZ,B017VL0D2K,,Demo,Cancelled: Out of stock,NO,,,,,,SG_B017VL0D2K_US,2F1PFZUZ,,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B017VL0D2K&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,https://www.amazon.com/dp/B017VL0D2K,,,432,B017VL0D2K,"LGB8 - Rialto, CA",Closed,"Petforu Magnetic Levitation, High Rotation C Shape Magnetic Suspension Maglev Levitation Globe with LED Lights for Learning Education Teaching Demo Home Office Desk Decoration(US Plug) - Black",,,30.91,,Demo,01/15/2021,01/11/2021,Ship window (Collect)
Demo,B017VL0D2K-2FF2ZNFZ,B017VL0D2K,,Demo,Cancelled: Temporarily out of stock,NO,,,,,,SG_B017VL0D2K_US,2FF2ZNFZ,,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B017VL0D2K&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,https://www.amazon.com/dp/B017VL0D2K,,,32,B017VL0D2K,"LGB8 - Rialto, CA",Closed,"Petforu Magnetic Levitation, High Rotation C Shape Magnetic Suspension Maglev Levitation Globe with LED Lights for Learning Education Teaching Demo Home Office Desk Decoration(US Plug) - Black",,,32.53,,Demo,01/11/2021,01/05/2021,Ship window (Collect)
Demo,B013GZ451U-21FZ1FZB,B013GZ451U,4,Demo,Accepted: EDI Only,NO,,,,,02/20/2021,DA4866,21FZ1FZB,,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B013GZ451U&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,https://www.amazon.com/dp/B013GZ451U,,4,4,B013GZ451U,"CMH3 - Monroe, OH",Closed,Creative Co-op DA4866 Aqua Whale Shaped Butter Dish with Lid,150.56,,37.64,,Demo,01/15/2021,01/11/2021,Ship window (Collect)
Demo,B00JGWN8O8-1X3UBABF,B00JGWN8O8,,Demo,Cancelled: Temporarily out of stock,NO,,,,,,P8988,1X3UBABF,,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B00JGWN8O8&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,https://www.amazon.com/dp/B00JGWN8O8,,,68,B00JGWN8O8,"CMH2 - Groveport, OH",Closed,"Petcube First Generation Camera for Pets with HD 720p Video, Wi-Fi and Two-Way Audio",,,31.19,,Demo,02/05/2021,02/01/2021,Ship window (Collect)
Demo,B00JGWN8O8-1YPNZ13Y,B00JGWN8O8,8,Demo,Accepted: EDI Only,NO,,,,,01/15/2021,P8988,1YPNZ13Y,,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B00JGWN8O8&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,https://www.amazon.com/dp/B00JGWN8O8,,8,8,B00JGWN8O8,"GSP1 - Spartanburg, SC",Closed,"Petcube First Generation Camera for Pets with HD 720p Video, Wi-Fi and Two-Way Audio",249.52,,31.19,,Demo,01/08/2021,01/04/2021,Ship window (Collect)
Demo,B00JGWN8O8-1Y3PBTII,B00JGWN8O8,4,Demo,Accepted: EDI Only,NO,,,,,02/20/2021,P8988,1Y3PBTII,,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B00JGWN8O8&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,https://www.amazon.com/dp/B00JGWN8O8,,4,4,B00JGWN8O8,"TPA2 - Lakeland, FL",Closed,"Petcube First Generation Camera for Pets with HD 720p Video, Wi-Fi and Two-Way Audio",124.76,,31.19,,Demo,01/08/2021,01/04/2021,Ship window (Collect)
Demo,B00JGWN8O8-21FZ1FZB,B00JGWN8O8,40,Demo,Accepted: EDI Only,NO,,,,,01/17/2021,P8988,21FZ1FZB,,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B00JGWN8O8&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,https://www.amazon.com/dp/B00JGWN8O8,,40,40,B00JGWN8O8,"CMH3 - Monroe, OH",Closed,"Petcube First Generation Camera for Pets with HD 720p Video, Wi-Fi and Two-Way Audio",1247.6,,31.19,,Demo,01/15/2021,01/11/2021,Ship window (Collect)
Demo,B01HFFXFZ4-223T2U1P,B01HFFXFZ4,,Demo,Cancelled: Invalid product information,NO,,,,,,PPTRJ7O,223T2U1P,,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B01HFFXFZ4&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,https://www.amazon.com/dp/B01HFFXFZ4,,,1,B01HFFXFZ4,"LAX9 - FONTANA, CA",Closed,I Am Currently Unsupervised Adult Humor Novelty Graphic Sarcasm Funny T Shirt XL Black1,,,46.55,,Demo,02/05/2021,02/01/2021,Ship window (Collect)
Demo,B01HFFXFZ4-2F1PFZUZ,B01HFFXFZ4,,Demo,Cancelled: Invalid product information,NO,,,,,,PPTRJ7O,2F1PFZUZ,,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B01HFFXFZ4&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,https://www.amazon.com/dp/B01HFFXFZ4,,,9,B01HFFXFZ4,"LGB8 - Rialto, CA",Closed,I Am Currently Unsupervised Adult Humor Novelty Graphic Sarcasm Funny T Shirt XL Black1,,,46.55,,Demo,01/15/2021,01/11/2021,Ship window (Collect)
Demo,B01HFFXFZ4-2Z3FFF3N,B01HFFXFZ4,,Demo,Cancelled: Invalid product information,NO,,,,,,PPTRJ7O,2Z3FFF3N,,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B01HFFXFZ4&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,https://www.amazon.com/dp/B01HFFXFZ4,,,2,B01HFFXFZ4,"LAX9 - FONTANA, CA",Closed,I Am Currently Unsupervised Adult Humor Novelty Graphic Sarcasm Funny T Shirt XL Black1,,,46.55,,Demo,01/08/2021,01/04/2021,Ship window (Collect)
Demo,B07K34RLM8-32AGUTRR,B07K34RLM8,,Demo,Cancelled: Invalid product information,NO,,,,,,9OY9L7W,32AGUTRR,,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B07K34RLM8&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,https://www.amazon.com/dp/B07K34RLM8,,,5,B07K34RLM8,"ONT8 - Moreno Valley, CA",Closed,"Flint Retractable Lint Roller, Refillable, 30 Sheets, Metallic Rose Gold",,,9,,Demo,01/08/2021,01/04/2021,Ship window (Collect)
Demo,B07K34RLM8-23IAFAPA,B07K34RLM8,,Demo,Discontinued: Obsolete,NO,,,,,,9OY9L7W,23IAFAPA,,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B07K34RLM8&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,https://www.amazon.com/dp/B07K34RLM8,,,135,B07K34RLM8,"LGB8 - Rialto, CA",Closed,"Flint Retractable Lint Roller, Refillable, 30 Sheets, Metallic Rose Gold",,,9,,Demo,02/12/2021,02/08/2021,Ship window (Collect)
Demo,B07K34RLM8-2Z3FFF3N,B07K34RLM8,,Demo,Cancelled: Invalid product information,NO,,,,,,9OY9L7W,2Z3FFF3N,,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B07K34RLM8&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,https://www.amazon.com/dp/B07K34RLM8,,,9,B07K34RLM8,"LAX9 - FONTANA, CA",Closed,"Flint Retractable Lint Roller, Refillable, 30 Sheets, Metallic Rose Gold",,,9,,Demo,01/08/2021,01/04/2021,Ship window (Collect)
Demo,B01N7853IC-2TA2UWYT,B01N7853IC,,Demo,Discontinued: Obsolete,NO,,,,,,800-01-BLK,2TA2UWYT,,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B01N7853IC&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,https://www.amazon.com/dp/B01N7853IC,,,240,B01N7853IC,"FTW6 - Dallas, TX",Closed,AdirChef Grab N' Go Personal Coffee Maker with 15 oz. Travel Mug (Sour Green),,,19,,Demo,02/21/2021,02/14/2021,Ship window (Collect)
Demo,B01N7853IC-2YZAGZRW,B01N7853IC,,Demo,Discontinued: Obsolete,NO,,,,,,800-01-BLK,2YZAGZRW,,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B01N7853IC&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,https://www.amazon.com/dp/B01N7853IC,,,240,B01N7853IC,"FTW6 - Dallas, TX",Closed,AdirChef Grab N' Go Personal Coffee Maker with 15 oz. Travel Mug (Sour Green),,,19,,Demo,03/07/2021,02/28/2021,Ship window (Collect)
Demo,B01N7853IC-3YZ3UZ1I,B01N7853IC,,Demo,Discontinued: Obsolete,NO,,,,,,800-01-BLK,3YZ3UZ1I,,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B01N7853IC&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,https://www.amazon.com/dp/B01N7853IC,,,240,B01N7853IC,"LGB8 - Rialto, CA",Closed,AdirChef Grab N' Go Personal Coffee Maker with 15 oz. Travel Mug (Sour Green),,,19,,Demo,02/21/2021,02/14/2021,Ship window (Collect)
Demo,B016WEO4MM-1U23FWWF,B016WEO4MM,6,Demo,Accepted: EDI Only,NO,,,,,01/18/2021,IGOD-200ML,1U23FWWF,,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B016WEO4MM&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,https://www.amazon.com/dp/B016WEO4MM,,6,6,B016WEO4MM,"CLT2 - Charlotte, NC",Closed,"InnoGear Aromatherapy Essential Oil Diffuser Wood Grain Ultrasonic Cool Mist Diffusers with 7 Color LED Lights Waterless Auto Shut-Off, 200 ml",215.76,,35.96,,Demo,01/15/2021,01/11/2021,Ship window (Collect)
Demo,B006I6PEBA-223T2U1P,B006I6PEBA,,Demo,Cancelled: Invalid product information,NO,,,,,,MUG-23,223T2U1P,,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B006I6PEBA&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,https://www.amazon.com/dp/B006I6PEBA,,,40,B006I6PEBA,"LAX9 - FONTANA, CA",Closed,"Funny Guy Mugs Coffee Makes Me Poop Ceramic Coffee Mug, Brown, 11-Ounce",,,34.16,,Demo,02/05/2021,02/01/2021,Ship window (Collect)
Demo,B006I6PEBA-3PZTP2AA,B006I6PEBA,,Demo,Cancelled: Invalid product information,NO,,,,,,MUG-23,3PZTP2AA,,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B006I6PEBA&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,https://www.amazon.com/dp/B006I6PEBA,,,7,B006I6PEBA,"LAX9 - FONTANA, CA",Closed,"Funny Guy Mugs Coffee Makes Me Poop Ceramic Coffee Mug, Brown, 11-Ounce",,,34.16,,Demo,03/19/2021,03/15/2021,Ship window (Collect)
Demo,B006I6PEBA-3FGFQ2UG,B006I6PEBA,,Demo,Cancelled: Out of stock,NO,,,,,,MUG-23,3FGFQ2UG,,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B006I6PEBA&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,https://www.amazon.com/dp/B006I6PEBA,,,3,B006I6PEBA,"ONT8 - Moreno Valley, CA",Closed,"Funny Guy Mugs Coffee Makes Me Poop Ceramic Coffee Mug, Brown, 11-Ounce",,,34.16,,Demo,01/25/2021,01/19/2021,Ship window (Collect)
Demo,B01HSIIFQ2-2F1PFZUZ,B01HSIIFQ2,,Demo,Cancelled: Invalid product information,NO,,,,,,EKG-1EXP,2F1PFZUZ,,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B01HSIIFQ2&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,https://www.amazon.com/dp/B01HSIIFQ2,,,1,B01HSIIFQ2,"LGB8 - Rialto, CA",Closed,"Exploding Kittens Card Game - Family-Friendly Party Games - Card Games For Adults, Teens & Kids",,,34.16,,Demo,01/15/2021,01/11/2021,Ship window (Collect)
Demo,B01HSIIFQ2-2FF2ZNFZ,B01HSIIFQ2,6,Demo,Accepted: EDI Only,NO,,,,,01/17/2021,EKG-1EXP,2FF2ZNFZ,,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B01HSIIFQ2&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,https://www.amazon.com/dp/B01HSIIFQ2,,6,6,B01HSIIFQ2,"LGB8 - Rialto, CA",Closed,"Exploding Kittens Card Game - Family-Friendly Party Games - Card Games For Adults, Teens & Kids",215.76,,35.96,,Demo,01/11/2021,01/05/2021,Ship window (Collect)
Demo,B0015ZVPUI-2FF2ZNFZ,B0015ZVPUI,6,Demo,Accepted: EDI Only,NO,,,,,01/17/2021,53208,2FF2ZNFZ,,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B0015ZVPUI&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,https://www.amazon.com/dp/B0015ZVPUI,,6,6,B0015ZVPUI,"LGB8 - Rialto, CA",Closed,"Victorinox Swiss Army Classic SD Pocket Knife, StayGlow",215.76,,35.96,,Demo,01/11/2021,01/05/2021,Ship window (Collect)
Demo,B008J137PC-223T2U1P,B008J137PC,,Demo,Cancelled: Invalid product information,NO,,,,,,023272-660,223T2U1P,,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B008J137PC&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,https://www.amazon.com/dp/B008J137PC,,,3,B008J137PC,"LAX9 - FONTANA, CA",Closed,"Umbra Touch Waste, Small Trash Can with Lid, White",,,34.16,,Demo,02/05/2021,02/01/2021,Ship window (Collect)
Demo,B008J137PC-2F1PFZUZ,B008J137PC,,Demo,Cancelled: Invalid product information,NO,,,,,,023272-660,2F1PFZUZ,,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B008J137PC&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,https://www.amazon.com/dp/B008J137PC,,,3,B008J137PC,"LGB8 - Rialto, CA",Closed,"Umbra Touch Waste, Small Trash Can with Lid, White",,,34.16,,Demo,01/15/2021,01/11/2021,Ship window (Collect)
Demo,B00IXBN8EI-223T2U1P,B00IXBN8EI,,Demo,Cancelled: Invalid product information,NO,,,,,,HD38152,223T2U1P,,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B00IXBN8EI&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,https://www.amazon.com/dp/B00IXBN8EI,,,17,B00IXBN8EI,"LAX9 - FONTANA, CA",Closed,Ebros Wine of Sacred Purity Unicorn Wine Holder Figurine Kitchen Decoration Mystical Unicorn Glade Statue,,,34.16,,Demo,02/05/2021,02/01/2021,Ship window (Collect)
Demo,B00IXBN8EI-2F1PFZUZ,B00IXBN8EI,,Demo,Cancelled: Invalid product information,NO,,,,,,HD38152,2F1PFZUZ,,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B00IXBN8EI&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,https://www.amazon.com/dp/B00IXBN8EI,,,15,B00IXBN8EI,"LGB8 - Rialto, CA",Closed,Ebros Wine of Sacred Purity Unicorn Wine Holder Figurine Kitchen Decoration Mystical Unicorn Glade Statue,,,34.16,,Demo,01/15/2021,01/11/2021,Ship window (Collect)
Demo,B00IXBN8EI-31RA1F1Y,B00IXBN8EI,,Demo,Cancelled: Invalid product information,NO,,,,,,HD38152,31RA1F1Y,,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B00IXBN8EI&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,https://www.amazon.com/dp/B00IXBN8EI,,,4,B00IXBN8EI,"LGB8 - Rialto, CA",Closed,Ebros Wine of Sacred Purity Unicorn Wine Holder Figurine Kitchen Decoration Mystical Unicorn Glade Statue,,,34.16,,Demo,01/08/2021,01/04/2021,Ship window (Collect)
Demo,B00IXBN8EI-23IAFAPA,B00IXBN8EI,,Demo,Cancelled: Invalid product information,NO,,,,,,HD38152,23IAFAPA,,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B00IXBN8EI&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,https://www.amazon.com/dp/B00IXBN8EI,,,9,B00IXBN8EI,"LGB8 - Rialto, CA",Closed,Ebros Wine of Sacred Purity Unicorn Wine Holder Figurine Kitchen Decoration Mystical Unicorn Glade Statue,,,34.16,,Demo,02/12/2021,02/08/2021,Ship window (Collect)
Demo,B005LGUX5A-2Z3FFF3N,B005LGUX5A,,Demo,Cancelled: Invalid product information,NO,,,,,,TOPBAN,2Z3FFF3N,,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B005LGUX5A&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,https://www.amazon.com/dp/B005LGUX5A,,,13,B005LGUX5A,"LAX9 - FONTANA, CA",Closed,Fred TOP BANANA Wine Bottle Stopper,,,34.16,,Demo,01/08/2021,01/04/2021,Ship window (Collect)
Demo,B074W89WT6-3121G1WA,B074W89WT6,,Demo,Discontinued: Obsolete,NO,,,,,,HY0505,3121G1WA,,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B074W89WT6&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,https://www.amazon.com/dp/B074W89WT6,,,1,B074W89WT6,"MEM6 - OLIVE BRANCH, MS",Closed,"Paddywax Hygge Collection Scented Soy Wax Candle, 15-Ounce, Rosewood & Patchouli",,,35.15,,Demo,01/08/2021,01/04/2021,Ship window (Collect)
Demo,B074W89WT6-1Z3XT3TU,B074W89WT6,,Demo,Discontinued: Obsolete,NO,,,,,,HY0505,1Z3XT3TU,,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B074W89WT6&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,https://www.amazon.com/dp/B074W89WT6,,,1,B074W89WT6,"TEB3 - Logan Township, NJ",Closed,"Paddywax Hygge Collection Scented Soy Wax Candle, 15-Ounce, Rosewood & Patchouli",,,35.15,,Demo,01/08/2021,01/04/2021,Ship window (Collect)
Demo,B074W89WT6-1N1QZBAX,B074W89WT6,,Demo,Discontinued: Obsolete,NO,,,,,,HY0505,1N1QZBAX,,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B074W89WT6&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,https://www.amazon.com/dp/B074W89WT6,,,1,B074W89WT6,"JVL1 - BELOIT, WI",Closed,"Paddywax Hygge Collection Scented Soy Wax Candle, 15-Ounce, Rosewood & Patchouli",,,35.15,,Demo,01/08/2021,01/04/2021,Ship window (Collect)
