PartitionKey,RowKey,ASIN,Account,Average_Sales_Price,Average_Sales_Price_Prior_Period,Brand,Change_in_GV_Last_Year,Change_in_Glance_View_Prior_Period,Distributor_View,LBB_Price,Model_Or_Style_Number,Occurrence,Product_Image_URL,Product_Title,Product_URL,Rep_OOS,Rep_OOS_Percent_of_Total,Rep_OOS_Prior_Period,Reporting_Range,Sales_View,Shipped_COGS,Shipped_COGS_Last_Year,Shipped_COGS_Percent_of_Total,Shipped_COGS_Prior_Period,Shipped_Units,Shipped_Units_Last_Year,Shipped_Units_Percent_of_Total,Shipped_Units_Prior_Period,Subcategory_Sales_Rank,UPC,Viewing_End,Viewing_Start
01-01-2021,B010XG9S8U_01_2021,B010XG9S8U,Demo,0,0,Umbra,-0.15625,0.2857142857142858,,0,299118-880,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B010XG9S8U&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Umbra Anigram Elephant Ring Holder for Jewelry, Copper",https://www.amazon.com/dp/B010XG9S8U,0,0,0,Monthly,Shipped COGS,0,0,0,0,0,0,0,0,,502061740660,01/31/2021,01/01/2021
01-01-2021,B07ZY9KT9T_01_2021,B07ZY9KT9T,Demo,0,-1,Vela Lanterns,10,0.22222222222222232,,0,YDR67PD,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B07ZY9KT9T&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Vela Lanterns Moroccan Style Candle Lantern, Medium, Purple Glass",https://www.amazon.com/dp/B07ZY9KT9T,0,0,0,Monthly,Shipped COGS,0,0,0,-1,0,0,0,-1,,419786151984,01/31/2021,01/01/2021
01-01-2021,B018FA2A8Q_01_2021,B018FA2A8Q,Demo,98.62,0,,4.5,0.8333333333333333,,0,FH7KO2M,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B018FA2A8Q&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Texas Tees, Star Wars Onesie, Star Wars Baby Clothes, Storm Pooper, Black, 3-6 Month",https://www.amazon.com/dp/B018FA2A8Q,0,0,0,Monthly,Shipped COGS,56.25,0,0.00021553835753180886,0,1,0,0.00010768899418479432,0,56,753713704987,01/31/2021,01/01/2021
01-01-2021,B015D6WKEO_01_2021,B015D6WKEO,Demo,240.43,0,Fred & Friends,3.142857142857143,0.11538461538461542,,0,5159269,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B015D6WKEO&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,Fred CITY WATER Self Waterer,https://www.amazon.com/dp/B015D6WKEO,0,0,0,Monthly,Shipped COGS,167.8,0,0.0006429748692237783,0,1,0,0.00010768899418479432,0,28,954217353607,01/31/2021,01/01/2021
01-01-2021,B018FA1UWI_01_2021,B018FA1UWI,Demo,0,0,Texas Tees,3.5,-0.18181818181818177,,0,4SPCAUN,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B018FA1UWI&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Texas Tees, Star Wars Onesie, Star Wars Baby Clothes, Storm Pooper, Black, 3-6 Month",https://www.amazon.com/dp/B018FA1UWI,0,0,,Monthly,Shipped COGS,0,0,0,0,0,0,0,0,,815325621398,01/31/2021,01/01/2021
01-01-2021,B003EQ49WC_01_2021,B003EQ49WC,Demo,0,0,Pendleton,0,1.5,,0,ZA13250935,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B003EQ49WC&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,Pendleton National Park Blanket - Full Crater Lake One Size,https://www.amazon.com/dp/B003EQ49WC,0.06666666666666667,0.0004636068613815485,0,Monthly,Shipped COGS,0,0,0,0,0,0,0,0,,113974270983,01/31/2021,01/01/2021
01-01-2021,B06XJDHWR3_01_2021,B06XJDHWR3,Demo,413.09999999999997,0,Feelin Good Tees,9.5,-0.06666666666666665,,0,QV7T14L,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B06XJDHWR3&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,Feelin Good Tees I Wear This Shirt Periodically Funny Science T Shirt XL Dark Grey,https://www.amazon.com/dp/B06XJDHWR3,0.11904761904761905,0.0023180343069077423,0,Monthly,Shipped COGS,1636.2,0,0.006269579743885255,0,6,0,0.0006461339651087659,0,1,606010803397,01/31/2021,01/01/2021
01-01-2021,B076JCTNDM_01_2021,B076JCTNDM,Demo,0,0,BUBM,0.28571428571428575,-0.0357142857142857,,0,deskmat-black-M,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B076JCTNDM&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"BUBM Desk Pad Protector 35"" x 18"", PU Leather Desk Mat Blotters Organizer with Comfortable Writing Surface(Pink)",https://www.amazon.com/dp/B076JCTNDM,0,0,,Monthly,Shipped COGS,0,0,0,0,0,0,0,0,,270610112014,01/31/2021,01/01/2021
01-01-2021,B00004YVB3_01_2021,B00004YVB3,Demo,148.43,0.072239,Victorinox,-0.18867924528301888,1.15,,0,53003,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B00004YVB3&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Victorinox Swiss Army Classic SD Pocket Knife, StayGlow",https://www.amazon.com/dp/B00004YVB3,0.5581395348837209,0.011126564673157162,1.7906976744186043,Monthly,Shipped COGS,189,-0.6666666666666667,0.0007242088813068777,1,2,-0.6666666666666667,0.00021537798836958864,1,21,777967976277,01/31/2021,01/01/2021
01-01-2021,B072PVBVBB_01_2021,B072PVBVBB,Demo,0,0,SONGDU,2.666666666666667,0.711111111111111,,0,SD-9238-LEAWDBH,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B072PVBVBB&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,SONGDU Men's Ultra-Thin Quartz Analog Date Wrist Watch with Black Leather Strap,https://www.amazon.com/dp/B072PVBVBB,0.10389610389610389,0.003708854891052388,-0.6103896103896104,Monthly,Shipped COGS,0,0,0,0,0,0,0,0,,743525396949,01/31/2021,01/01/2021
01-01-2021,B00004YVB2_01_2021,B00004YVB2,Demo,0,0,Victorinox,0.625,0.21333333333333335,,,046928560110,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B00004YVB2&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Victorinox Swiss Army Classic SD Pocket Knife, StayGlow",https://www.amazon.com/dp/B00004YVB2,0,0,,Monthly,Shipped COGS,0,0,0,0,0,0,0,0,,951254215375,01/31/2021,01/01/2021
01-01-2021,B014HY4OVU_01_2021,B014HY4OVU,Demo,0,0,Fred & Friends,-1,,,,5161087,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B014HY4OVU&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Fred TWO FOR TEA Infuser and Mug Gift Set, Mr. Tea",https://www.amazon.com/dp/B014HY4OVU,,0,,Monthly,Shipped COGS,0,0,0,0,0,0,0,0,,432971203529,01/31/2021,01/01/2021
01-01-2021,B008J1378Y_01_2021,B008J1378Y,Demo,34.86,0,Umbra,0.7777777777777777,0.4545454545454546,,0,023273-660,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B008J1378Y&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Umbra Touch Waste, Small Trash Can with Lid, White",https://www.amazon.com/dp/B008J1378Y,0,0,0,Monthly,Shipped COGS,85.05000000000001,0.5000000000000001,0.00032589399658809504,0,3,0.5,0.00032306698255438296,0,1193,235735307433,01/31/2021,01/01/2021
01-01-2021,B00BYBNTK2_01_2021,B00BYBNTK2,Demo,0,-1,Kikkerland,0.16666666666666669,0,,0,CU77,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B00BYBNTK2&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,Kikkerland - Tea Holder Fisherman - CU127,https://www.amazon.com/dp/B00BYBNTK2,0,0,-1,Monthly,Shipped COGS,0,0,0,-1,0,0,0,-1,,165219834521,01/31/2021,01/01/2021
01-01-2021,B00BDKZCB8_01_2021,B00BDKZCB8,Demo,0,0,Schrade,-1,0,,0,SCAXE2,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B00BDKZCB8&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,Schrade SCAXE2 11.8in Stainless Steel Small Axe with 3.8in Blade and Glass Fiber PA and TPR Rubber Handle for Outdoor Survival Camping and Everyday Tasks,https://www.amazon.com/dp/B00BDKZCB8,0,0,0,Monthly,Shipped COGS,0,0,0,0,0,0,0,0,,462509918716,01/31/2021,01/01/2021
01-01-2021,B076J3J1HZ_01_2021,B076J3J1HZ,Demo,0,0,Feelin Good Tees,-0.9666666666666667,-0.8,,,XV8D89Q,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B076J3J1HZ&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,I Am Currently Unsupervised Adult Humor Novelty Graphic Sarcasm Funny T Shirt XL Black1,https://www.amazon.com/dp/B076J3J1HZ,1,0.0004636068613815485,0,Monthly,Shipped COGS,0,0,0,0,0,0,0,0,,333237686517,01/31/2021,01/01/2021
01-01-2021,B01KKUEPM8_01_2021,B01KKUEPM8,Demo,0,0,Feelin Good Tees,-0.4,5,,0,B42LPZ3,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B01KKUEPM8&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,Feelin Good Tees I Wear This Shirt Periodically Funny Science T Shirt XL Dark Grey,https://www.amazon.com/dp/B01KKUEPM8,0,0,,Monthly,Shipped COGS,0,0,0,0,0,0,0,0,,605709783272,01/31/2021,01/01/2021
01-01-2021,B07F7GVRCB_01_2021,B07F7GVRCB,Demo,0,0,Feelin Good Tees,7,1.6666666666666665,,0,SEAJ2V7,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B07F7GVRCB&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,Never Forget Funny Retro Music Mens Novelty Funny T Shirt L Military,https://www.amazon.com/dp/B07F7GVRCB,0,0,,Monthly,Shipped COGS,0,0,0,0,0,0,0,0,,685879254886,01/31/2021,01/01/2021
01-01-2021,B000FNI1JO_01_2021,B000FNI1JO,Demo,45.19,0,Victorinox,1.75,0.22222222222222232,,0,53014,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B000FNI1JO&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Victorinox Swiss Army Classic SD Pocket Knife, StayGlow",https://www.amazon.com/dp/B000FNI1JO,0.18181818181818182,0.000927213722763097,0.6363636363636365,Monthly,Shipped COGS,25.76,0,9.870698826701148e-05,0,1,0,0.00010768899418479432,0,70,819726793031,01/31/2021,01/01/2021
01-01-2021,B01K0C45M6_01_2021,B01K0C45M6,Demo,104.62,0,Feelin Good Tees,1.25,2,,0,T1XD9RJ,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B01K0C45M6&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,I Am Currently Unsupervised Adult Humor Novelty Graphic Sarcasm Funny T Shirt XL Black1,https://www.amazon.com/dp/B01K0C45M6,0,0,0,Monthly,Shipped COGS,107,0,0.00041000185343828527,0,2,0,0.00021537798836958864,0,33,384294592835,01/31/2021,01/01/2021
01-01-2021,B07F9GZFLR_01_2021,B07F9GZFLR,Demo,152.57,0,Feelin Good Tees,1,1.25,,0,KAE4LQ6,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B07F9GZFLR&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,Feelin Good Tees I Wear This Shirt Periodically Funny Science T Shirt XL Dark Grey,https://www.amazon.com/dp/B07F9GZFLR,0,0,0,Monthly,Shipped COGS,68.75,0,0.00026343577031665526,0,1,0,0.00010768899418479432,0,44,870531361480,01/31/2021,01/01/2021
01-01-2021,B07CZHRQLD_01_2021,B07CZHRQLD,Demo,151.47,0,Gaiam,0.4761904761904762,0.1071428571428572,,0,05-63250,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B07CZHRQLD&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Gaiam Kids Stay-N-Play Children's Balance Ball - Flexible School Chair Active Classroom Desk Alternative Seating | Built-In Stay-Put Soft Stability Legs, Includes Air Pump, 45cm, Lime",https://www.amazon.com/dp/B07CZHRQLD,0,0,-1,Monthly,Shipped COGS,106.05,-0.5049019607843137,0.0004063616500666369,0,1,-0.5,0.00010768899418479432,0,45,424155727948,01/31/2021,01/01/2021
01-01-2021,B015XDTSP6_01_2021,B015XDTSP6,Demo,267.75,0,Devialet,0.6153846153846154,2,,0,ZP496,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B015XDTSP6&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,Devialet Classic Phantom - high-end Wireless Speaker - 2000 Watts - 103 dB,https://www.amazon.com/dp/B015XDTSP6,0,0,0,Monthly,Shipped COGS,315.2,0,0.001207781160782687,0,2,0,0.00021537798836958864,0,11,734396266725,01/31/2021,01/01/2021
01-01-2021,B01D2JEH1S_01_2021,B01D2JEH1S,Demo,0,0,,4.2,0.23809523809523814,,0,856299005574,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B01D2JEH1S&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Flint Retractable Lint Roller, Refillable, 30 Sheets, Metallic Rose Gold",https://www.amazon.com/dp/B01D2JEH1S,0.038461538461538464,0.0004636068613815485,,Monthly,Shipped COGS,0,0,0,0,0,0,0,0,,73486274925,01/31/2021,01/01/2021
01-01-2021,B005M8YW2M_01_2021,B005M8YW2M,Demo,0,0,Umbra,1.5333333333333334,0.31034482758620685,,0,023271-040,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B005M8YW2M&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Umbra Touch Waste, Small Trash Can with Lid, White",https://www.amazon.com/dp/B005M8YW2M,0,0,,Monthly,Shipped COGS,0,0,0,0,0,0,0,0,,581403802252,01/31/2021,01/01/2021
01-01-2021,B000PWLTNA_01_2021,B000PWLTNA,Demo,0,0,,0.7333333333333333,2.7142857142857144,,0,CLKYaw,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B000PWLTNA&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"CLOCKY Alarm Clock on Wheels (Original) | Loudest for Heavy Sleeper (Adult or Kid Bed-Room Robot Clockie) Funny, Rolling, Run-Away, Moving, Jumping (Pink)",https://www.amazon.com/dp/B000PWLTNA,0,0,0,Monthly,Shipped COGS,0,0,0,0,0,0,0,0,,38193951304,01/31/2021,01/01/2021
01-01-2021,B015JIAD7C_01_2021,B015JIAD7C,Demo,0,0,Polaroid,-0.9310344827586207,,,,POLSP01W,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B015JIAD7C&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,Polaroid Snap Instant Digital Camera (Blue) with ZINK Zero Ink Printing Technology,https://www.amazon.com/dp/B015JIAD7C,1,0.000927213722763097,,Monthly,Shipped COGS,0,0,0,0,0,0,0,0,,493378495459,01/31/2021,01/01/2021
01-01-2021,B0727WVCSH_01_2021,B0727WVCSH,Demo,0,0,GDTK,1,0.1428571428571428,,,PWU16ZK,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B0727WVCSH&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,GDTK Leather Passport Holder Cover Case RFID Blocking Travel Wallet,https://www.amazon.com/dp/B0727WVCSH,0,0,,Monthly,Shipped COGS,0,0,0,0,0,0,0,0,,486570647012,01/31/2021,01/01/2021
01-01-2021,B0076NOHG2_01_2021,B0076NOHG2,Demo,0,0,,0.125,0.8,,,LS2501-2602,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B0076NOHG2&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Le Creuset Signature Enameled Cast-Iron 5-1/2-Quart Round French (Dutch) Oven, Caribbean",https://www.amazon.com/dp/B0076NOHG2,0,0,,Monthly,Shipped COGS,0,0,0,0,0,0,0,0,,511118185274,01/31/2021,01/01/2021
01-01-2021,B0172W78LC_01_2021,B0172W78LC,Demo,87.04,0,baidercor,1,0.7777777777777777,,0.5,5MRXNX4,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B0172W78LC&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,baidercor Retro Black Camera Money Box Piggy Bank,https://www.amazon.com/dp/B0172W78LC,0,0,0,Monthly,Shipped COGS,366.55,0,0.0014045437325028362,4,5,0,0.0005384449709239715,4,151,435188770955,01/31/2021,01/01/2021
01-01-2021,B000FNDVA8_01_2021,B000FNDVA8,Demo,0,0,Victorinox,0.4444444444444444,-0.0714285714285714,,,53029,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B000FNDVA8&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Victorinox Swiss Army Classic SD Pocket Knife, StayGlow",https://www.amazon.com/dp/B000FNDVA8,1,0.006026889197960131,0,Monthly,Shipped COGS,0,0,0,0,0,0,0,0,,432457795582,01/31/2021,01/01/2021
01-01-2021,B01H6MCPK2_01_2021,B01H6MCPK2,Demo,22.394000000000002,0.044856,,0.4358974358974359,0.21739130434782616,,0,HY1505,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B01H6MCPK2&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Paddywax Hygge Collection Scented Soy Wax Candle, 15-Ounce, Rosewood & Patchouli",https://www.amazon.com/dp/B01H6MCPK2,0.28571428571428575,0.007417709782104776,0.46031746031746024,Monthly,Shipped COGS,233.7,-0.6341463414634146,0.0008954900294254885,-0.754098,15,-0.6341463414634146,0.0016153349127719146,-0.754098,646,990460288612,01/31/2021,01/01/2021
01-01-2021,B01KEMKSAA_01_2021,B01KEMKSAA,Demo,0,0,,0.1111111111111111,0.17647058823529416,,,MZ9EIR3,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B01KEMKSAA&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Jusalpha 3.2 Inches Ceramic Round Succulent Plant Pot, Flower Pots with Drainage Hole Planter for Succulent Plants, Cactus and Herbs Pot with Bamboo Tray for Room Decor- Set of 3 (Planter 01 White)",https://www.amazon.com/dp/B01KEMKSAA,1,0.01854427445526194,0,Monthly,Shipped COGS,0,0,0,0,0,0,0,0,,38232901146,01/31/2021,01/01/2021
01-01-2021,B0754NQ32D_01_2021,B0754NQ32D,Demo,34.61375,0.015236000000000001,SixVector,0.7419354838709676,0.5,,0,NF-Wine Red,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B0754NQ32D&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Premium Glass Nail File With Case, Crystal Diamond Salon Best Beauty Nail Buffer For Natural and Acrylic Nails Christmas Gift for Woman and Man,Apricot",https://www.amazon.com/dp/B0754NQ32D,0,0,-1,Monthly,Shipped COGS,355.56,-0.08353738691135919,0.001362432327182399,1.158703,16,-0.05882352941176471,0.0017230239069567091,1.285714,35,14090654860,01/31/2021,01/01/2021
01-01-2021,B01BKX1UZY_01_2021,B01BKX1UZY,Demo,26.32546875,0.002076,,0.15384615384615385,0.46853146853146854,,0,SYNCHKG096367,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B01BKX1UZY&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"A Mug To Keep Designs SYNCHKG096367 Funny Mug 11OZ, White",https://www.amazon.com/dp/B01BKX1UZY,0,0,0,Monthly,Shipped COGS,3517.08,-0.12411529438719342,0.01347672260458621,0.584713,192,-0.16883116883116883,0.02067628688348051,0.811321,2,77375024282,01/31/2021,01/01/2021
01-01-2021,B01H6MC0HU_01_2021,B01H6MC0HU,Demo,0,-1,Paddywax Candles,-0.14285714285714288,-0.1428571428571429,,0,HY1502Z,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B01H6MC0HU&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Paddywax Hygge Collection Scented Soy Wax Candle, 15-Ounce, Rosewood & Patchouli",https://www.amazon.com/dp/B01H6MC0HU,0,0,0,Monthly,Shipped COGS,0,0,0,-1,0,0,0,-1,,551440124780,01/31/2021,01/01/2021
01-01-2021,B07GFKXFJV_01_2021,B07GFKXFJV,Demo,23.942916666666665,-0.00528,ROYAL CRAFT WOOD,-0.25663716814159293,1.4,,0.2702702702702703,RCW-01,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B07GFKXFJV&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"ROYAL CRAFT WOOD Luxury Bathtub Caddy Tray, One or Two Person Bath and Bed Tray, Bonus Free Soap Holder (Natural Bamboo Color) (Natural)",https://www.amazon.com/dp/B07GFKXFJV,0.4642857142857143,0.036161335187760775,3.0625,Monthly,Shipped COGS,483.36,-0.07692307692307687,0.001852135475494669,0.333333,24,-0.07692307692307693,0.0025845358604350637,0.333333,17,531266082984,01/31/2021,01/01/2021
01-01-2021,B074TCGCXZ_01_2021,B074TCGCXZ,Demo,32.1,0.167012,GDTK,3,0.33333333333333326,,0,I8MDHKO,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B074TCGCXZ&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,GDTK Leather Passport Holder Cover Case RFID Blocking Travel Wallet,https://www.amazon.com/dp/B074TCGCXZ,0,0,0,Monthly,Shipped COGS,14,-0.4720965309200604,5.364510231902798e-05,-0.961538,1,0,0.00010768899418479432,-0.961538,1700,583104018316,01/31/2021,01/01/2021
01-01-2021,B010XG9SN0_01_2021,B010XG9SN0,Demo,61.54,0,Umbra,-0.2222222222222222,-0.2222222222222222,,0,299114-880,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B010XG9SN0&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Umbra Anigram Elephant Ring Holder for Jewelry, Copper",https://www.amazon.com/dp/B010XG9SN0,0,0,0,Monthly,Shipped COGS,139.56,-0.46055428858567504,0.0005347650342602533,1,2,-0.5,0.00021537798836958864,1,1109,199453022524,01/31/2021,01/01/2021
01-01-2021,B01NCZ586V_01_2021,B01NCZ586V,Demo,0,-1,Keybudz,1.2,-0.2142857142857143,,0,06NI9MT,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B01NCZ586V&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,PodSkinz AirPods 2 & 1 Case [Front LED Visible] Protective Silicone Cover and Skin Compatible with Apple AirPods (Diamond Blue),https://www.amazon.com/dp/B01NCZ586V,0,0,0,Monthly,Shipped COGS,0,0,0,-1,0,0,0,-1,,986671631379,01/31/2021,01/01/2021
01-01-2021,B074VYYZKG_01_2021,B074VYYZKG,Demo,59.38,-0.227125,,27,-0.37777777777777777,,0,HY0504,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B074VYYZKG&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Paddywax Hygge Collection Scented Soy Wax Candle, 15-Ounce, Rosewood & Patchouli",https://www.amazon.com/dp/B074VYYZKG,0.14285714285714288,0.001854427445526194,0.0714285714285714,Monthly,Shipped COGS,42.2,0,0.0001617016655616415,-0.666667,1,0,0.00010768899418479432,-0.666667,1466,768196819303,01/31/2021,01/01/2021
01-01-2021,B00LNIAKNA_01_2021,B00LNIAKNA,Demo,0,0,Fred & Friends,0.25,0,,,P2I0554,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B00LNIAKNA&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,Fred TOP BANANA Wine Bottle Stopper,https://www.amazon.com/dp/B00LNIAKNA,0,0,,Monthly,Shipped COGS,0,0,0,0,0,0,0,0,,819816919939,01/31/2021,01/01/2021
01-01-2021,B00NAX0ARW_01_2021,B00NAX0ARW,Demo,0,-1,Byredo,-0.64,0.125,,0,7340032810790,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B00NAX0ARW&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,Byredo Mojave Ghost Eau De Parfum Spray 50ml/1.6oz,https://www.amazon.com/dp/B00NAX0ARW,0,0,-1,Monthly,Shipped COGS,0,0,0,-1,0,0,0,-1,,34440387769,01/31/2021,01/01/2021
01-01-2021,B01IBALLEY_01_2021,B01IBALLEY,Demo,0,0,Drasawee,0.25,4,,0,JLQ01829-1,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B01IBALLEY&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,Drasawee Kawaii Comfort Sleeping Ice Bag Stuffed Eye Mask Blindfold 6#,https://www.amazon.com/dp/B01IBALLEY,0,0,0,Monthly,Shipped COGS,0,0,0,0,0,0,0,0,,586804674610,01/31/2021,01/01/2021
01-01-2021,B075LH37SK_01_2021,B075LH37SK,Demo,0,0,BUBM,,1.6666666666666665,,,DPZD-LDG,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B075LH37SK&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"BUBM Desk Pad Protector 35"" x 18"", PU Leather Desk Mat Blotters Organizer with Comfortable Writing Surface(Pink)",https://www.amazon.com/dp/B075LH37SK,0,0,,Monthly,Shipped COGS,0,0,0,0,0,0,0,0,,752517545972,01/31/2021,01/01/2021
