PartitionKey,RowKey,ASIN,Account,Average_Sales_Price,Average_Sales_Price_Prior_Period,Brand,Change_in_GV_Last_Year,Change_in_Glance_View_Prior_Period,Distributor_View,Model_Or_Style_Number,Occurrence,Product_Image_URL,Product_Title,Product_URL,Rep_OOS_Percent_of_Total,Reporting_Range,Sales_View,Shipped_COGS,Shipped_COGS_Last_Year,Shipped_COGS_Percent_of_Total,Shipped_COGS_Prior_Period,Shipped_Units,Shipped_Units_Last_Year,Shipped_Units_Percent_of_Total,Shipped_Units_Prior_Period,UPC,Viewing_End,Viewing_Start,LBB_Price,Rep_OOS,Rep_OOS_Prior_Period,Subcategory_Sales_Rank
01-10-2021,B079MVJN1Z_01_10_2021,B079MVJN1Z,Demo,0,0,Keybudz,-1,0,,PLYXWHB,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B079MVJN1Z&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,PodSkinz AirPods 2 & 1 Case [Front LED Visible] Protective Silicone Cover and Skin Compatible with Apple AirPods (Diamond Blue),https://www.amazon.com/dp/B079MVJN1Z,0,Weekly,Shipped COGS,0,0,0,0,0,0,0,0,722265777999,01/16/2021,01/10/2021,0,0,0,
01-10-2021,B01DACGB02_01_10_2021,B01DACGB02,Demo,97.48,0,,0,0.5,,5178683,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B01DACGB02&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,Fred SPIKED TEA Narwhal Tea Infuser,https://www.amazon.com/dp/B01DACGB02,0,Weekly,Shipped COGS,86.86,0,0.0013737419490750724,0,1,0,0.0004512635379061372,0,725120192122,01/16/2021,01/10/2021,0,0,0,468
01-10-2021,B00BH9667O_01_10_2021,B00BH9667O,Demo,0,0,Le Creuset,-1,,,LS2501-2631SS,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B00BH9667O&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Le Creuset Signature Enameled Cast-Iron 5-1/2-Quart Round French (Dutch) Oven, Caribbean",https://www.amazon.com/dp/B00BH9667O,0,Weekly,Shipped COGS,0,0,0,0,0,0,0,0,369020765155,01/16/2021,01/10/2021,,,,
01-10-2021,B01IBALO0K_01_10_2021,B01IBALO0K,Demo,0,0,Drasawee,-0.5,-0.8,,JLQ01829-3,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B01IBALO0K&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,Drasawee Kawaii Comfort Sleeping Ice Bag Stuffed Eye Mask Blindfold 6#,https://www.amazon.com/dp/B01IBALO0K,0,Weekly,Shipped COGS,0,0,0,0,0,0,0,0,381263081777,01/16/2021,01/10/2021,,0,,
01-10-2021,B01D4IG936_01_10_2021,B01D4IG936,Demo,0,0,Gaiam,-1,,,05-62144,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B01D4IG936&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Gaiam Kids Stay-N-Play Children's Balance Ball - Flexible School Chair Active Classroom Desk Alternative Seating | Built-In Stay-Put Soft Stability Legs, Includes Air Pump, 45cm, Lime",https://www.amazon.com/dp/B01D4IG936,0,Weekly,Shipped COGS,0,0,0,0,0,0,0,0,622008631883,01/16/2021,01/10/2021,,,,
01-10-2021,B00LGSM4PE_01_10_2021,B00LGSM4PE,Demo,25.860000000000003,0,PyroPet,0.42857142857142855,-0.23076923076923073,,857316000541,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B00LGSM4PE&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"PyroPet Candles Kisa Candle, Pink",https://www.amazon.com/dp/B00LGSM4PE,0,Weekly,Shipped COGS,528,0.010526315789473684,0.008350630314432861,0.333333,24,0.2631578947368421,0.010830324909747294,0.333333,493178170248,01/16/2021,01/10/2021,0,0,0,72
01-10-2021,B075G3KM71_01_10_2021,B075G3KM71,Demo,0,0,Beats,-1,0,,3KVBD1L,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B075G3KM71&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,Beats Studio3 Wireless Noise Cancelling Over-Ear Headphones - White,https://www.amazon.com/dp/B075G3KM71,0,Weekly,Shipped COGS,0,0,0,0,0,0,0,0,263186434708,01/16/2021,01/10/2021,0,0,0,
01-10-2021,B06WRR6ZSJ_01_10_2021,B06WRR6ZSJ,Demo,25.069999999999997,0,Ello,-0.05882352941176471,-0.11111111111111116,,826-0449-024-6,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B06WRR6ZSJ&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Ello Devon Glass Tumbler With Straw, Mint, 20 oz",https://www.amazon.com/dp/B06WRR6ZSJ,0,Weekly,Shipped COGS,307.43999999999994,0,0.004862344287631133,0,18,0,0.008122743682310469,0,817594359706,01/16/2021,01/10/2021,0.2,0,0,32
01-10-2021,B07H2TL1DN_01_10_2021,B07H2TL1DN,Demo,0,0,BUBM,-1,,,8541656145,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B07H2TL1DN&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"BUBM Desk Pad Protector 35"" x 18"", PU Leather Desk Mat Blotters Organizer with Comfortable Writing Surface(Pink)",https://www.amazon.com/dp/B07H2TL1DN,0,Weekly,Shipped COGS,0,0,0,0,0,0,0,0,358500481152,01/16/2021,01/10/2021,,,,
01-10-2021,B017SGIMV2_01_10_2021,B017SGIMV2,Demo,0,0,Omie,-0.8666666666666667,-0.33333333333333337,,Blue Sky,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B017SGIMV2&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"OmieBox Bento Box for Kids - Insulated Bento Lunch Box with Leak Proof Thermos Food Jar - 3 Compartments, Two Temperature Zones - (Blue Sky) (Single)",https://www.amazon.com/dp/B017SGIMV2,0.015533980582524271,Weekly,Shipped COGS,0,0,0,0,0,0,0,0,525046547091,01/16/2021,01/10/2021,0,1,0,
01-10-2021,B017T34GJ6_01_10_2021,B017T34GJ6,Demo,0,0,Texas Tees,,0,,1QAJ2V7,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B017T34GJ6&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Texas Tees, Star Wars Onesie, Star Wars Baby Clothes, Storm Pooper, Black, 3-6 Month",https://www.amazon.com/dp/B017T34GJ6,0,Weekly,Shipped COGS,0,0,0,0,0,0,0,0,503621610330,01/16/2021,01/10/2021,,0,,
01-10-2021,B00004YVAJ_01_10_2021,B00004YVAJ,Demo,0,0,Victorinox,-1,-1,,54212,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B00004YVAJ&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Victorinox Swiss Army Classic SD Pocket Knife, StayGlow",https://www.amazon.com/dp/B00004YVAJ,0,Weekly,Shipped COGS,0,0,0,0,0,0,0,0,179053538031,01/16/2021,01/10/2021,0,0,0,
01-10-2021,B06WRR6V16_01_10_2021,B06WRR6V16,Demo,0,-1,Ello,0,-0.8,,826-0449-026-6,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B06WRR6V16&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Ello Devon Glass Tumbler With Straw, Mint, 20 oz",https://www.amazon.com/dp/B06WRR6V16,0,Weekly,Shipped COGS,0,0,0,-1,0,0,0,-1,724509092571,01/16/2021,01/10/2021,0,0,0,
01-10-2021,B01CNX03NU_01_10_2021,B01CNX03NU,Demo,0,0,Kikkerland,-1,,,CU144,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B01CNX03NU&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,Kikkerland Robot Tea Infuser and Drip Tray,https://www.amazon.com/dp/B01CNX03NU,0,Weekly,Shipped COGS,0,0,0,0,0,0,0,0,44254389237,01/16/2021,01/10/2021,,,,
01-10-2021,B00NMFDMPA_01_10_2021,B00NMFDMPA,Demo,0,0,Feelin Good Tees,1,-0.5,,MPF296S,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B00NMFDMPA&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,Never Forget Funny Retro Music Mens Novelty Funny T Shirt L Military,https://www.amazon.com/dp/B00NMFDMPA,0,Weekly,Shipped COGS,0,0,0,0,0,0,0,0,492097052862,01/16/2021,01/10/2021,,0,,
01-10-2021,B01BPMOK5W_01_10_2021,B01BPMOK5W,Demo,0,-1,ban.do,1,-0.5,,825466936737,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B01BPMOK5W&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,Ban.do Cell Phone Case for iPhone 6/6s - Retail Packaging - Chill Pill,https://www.amazon.com/dp/B01BPMOK5W,0,Weekly,Shipped COGS,0,0,0,-1,0,0,0,-1,76317515284,01/16/2021,01/10/2021,0,0,0,
01-10-2021,B01J6RFPDY_01_10_2021,B01J6RFPDY,Demo,84.5,0,Feelin Good Tees,0,0,,YMH97YK,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B01J6RFPDY&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,Never Forget Funny Retro Music Mens Novelty Funny T Shirt L Military,https://www.amazon.com/dp/B01J6RFPDY,0,Weekly,Shipped COGS,282.94000000000005,0,0.004474862388571277,0,4,0,0.0018050541516245488,0,607365868845,01/16/2021,01/10/2021,0,0,0,16
01-10-2021,B0743F8Q94_01_10_2021,B0743F8Q94,Demo,0,-1,Brixton,0,-1,,K6MN4AR,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B0743F8Q94&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Brixton Men's Oath III Medium Profile Adjustable Snapback Hat, heather grey/black, One Size",https://www.amazon.com/dp/B0743F8Q94,0,Weekly,Shipped COGS,0,0,0,-1,0,0,0,-1,900627521509,01/16/2021,01/10/2021,0,0,0,
01-10-2021,B000YB7T04_01_10_2021,B000YB7T04,Demo,65.78317073170732,0.10244999999999999,totes,0.3125,0,,ZGN328R,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B000YB7T04&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"totes Signature Bubble Umbrella - Manual Open, One Size - Birds on a Wire",https://www.amazon.com/dp/B000YB7T04,0,Weekly,Shipped COGS,2163.6,0.6485827491618408,0.03421860558391465,3.419659,41,1.05,0.018501805054151624,3.555556,54192087002,01/16/2021,01/10/2021,0,0,0,1
01-10-2021,B00WQIV96S_01_10_2021,B00WQIV96S,Demo,0,0,Gaiam,-0.5,,,05-61653,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B00WQIV96S&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Gaiam Kids Stay-N-Play Children's Balance Ball - Flexible School Chair Active Classroom Desk Alternative Seating | Built-In Stay-Put Soft Stability Legs, Includes Air Pump, 45cm, Lime",https://www.amazon.com/dp/B00WQIV96S,0,Weekly,Shipped COGS,0,0,0,0,0,0,0,0,546276774957,01/16/2021,01/10/2021,,0,,
01-10-2021,B00WX8TEA4_01_10_2021,B00WX8TEA4,Demo,0,0,,-1,,,MAS-CARRYKIT-GT,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B00WX8TEA4&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"W&P MAS-CARRYKIT-GT Carry on Cocktail Kit, Gin and Tonic, Travel Kit for Drinks on the Go, Craft Cocktails, TSA Approved",https://www.amazon.com/dp/B00WX8TEA4,0,Weekly,Shipped COGS,0,0,0,0,0,0,0,0,926891478981,01/16/2021,01/10/2021,,,,
01-10-2021,B01ARNV2VA_01_10_2021,B01ARNV2VA,Demo,0,0,Umbra,4,0,,470752-633,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B01ARNV2VA&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Umbra Trigg Hanging Planter Vase & Geometric Wall Decor Container, Small, White/Brass",https://www.amazon.com/dp/B01ARNV2VA,0,Weekly,Shipped COGS,0,0,0,0,0,0,0,0,814266031466,01/16/2021,01/10/2021,0,0,,
01-10-2021,B019HR91W4_01_10_2021,B019HR91W4,Demo,99.24777777777778,0.046131000000000005,Ecolution,0.2777777777777778,0.5333333333333334,,Micro-Pop,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B019HR91W4&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Ecolution Original Microwave Micro-Pop Popcorn Popper, Borosilicate Glass, 3-in-1 Silicone Lid, Dishwasher Safe, BPA Free, 1.5 Quart Snack Size, Red",https://www.amazon.com/dp/B019HR91W4,0,Weekly,Shipped COGS,2545.67,0,0.04026126718284526,0.066026,27,0,0.012184115523465704,0.125,626020341408,01/16/2021,01/10/2021,0.25,0,0,1
01-10-2021,B00BACP86I_01_10_2021,B00BACP86I,Demo,141.41,0,OTOTO,1.4,0.19999999999999996,,OT494,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B00BACP86I&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,Ototo Pistachio Nuts and Seeds Serving Melamine Bowl Set,https://www.amazon.com/dp/B00BACP86I,0,Weekly,Shipped COGS,477.45,0.7778150134048257,0.007551152355352214,0,5,0.6666666666666667,0.002256317689530686,0,505509830870,01/16/2021,01/10/2021,0,0,0,10
01-10-2021,B07YVZ15SN_01_10_2021,B07YVZ15SN,Demo,0,0,Beats,,-1,,4FIJ17F,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B07YVZ15SN&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,Beats Studio3 Wireless Noise Cancelling Over-Ear Headphones - White,https://www.amazon.com/dp/B07YVZ15SN,0,Weekly,Shipped COGS,0,0,0,0,0,0,0,0,616623639383,01/16/2021,01/10/2021,,,,
01-10-2021,B00QSNKJN6_01_10_2021,B00QSNKJN6,Demo,0,-1,Feelin Good Tees,-1,-1,,U1UNG1H,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B00QSNKJN6&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,Feelin Good Tees I Wear This Shirt Periodically Funny Science T Shirt XL Dark Grey,https://www.amazon.com/dp/B00QSNKJN6,0,Weekly,Shipped COGS,0,0,0,-1,0,0,0,-1,453635816117,01/16/2021,01/10/2021,0,0,0,
01-10-2021,B075QM95CR_01_10_2021,B075QM95CR,Demo,0,0,Feelin Good Tees,-1,-1,,HQL5QBM,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B075QM95CR&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,Feelin Good Tees I Wear This Shirt Periodically Funny Science T Shirt XL Dark Grey,https://www.amazon.com/dp/B075QM95CR,0,Weekly,Shipped COGS,0,0,0,0,0,0,0,0,268206892439,01/16/2021,01/10/2021,,,,
01-10-2021,B00HY8H7OI_01_10_2021,B00HY8H7OI,Demo,112.23,0,,-0.42857142857142855,-0.3846153846153846,,023269-660,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B00HY8H7OI&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Umbra Touch Waste, Small Trash Can with Lid, White",https://www.amazon.com/dp/B00HY8H7OI,0,Weekly,Shipped COGS,416.86,0,0.00659288589559561,0,4,0,0.0018050541516245488,0,979778307957,01/16/2021,01/10/2021,0,0,0,13
01-10-2021,B07XLGJ7F8_01_10_2021,B07XLGJ7F8,Demo,0,0,PyroPet,-1,,,6DV0RKF,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B07XLGJ7F8&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"PyroPet Candles Kisa Candle, Pink",https://www.amazon.com/dp/B07XLGJ7F8,0,Weekly,Shipped COGS,0,0,0,0,0,0,0,0,260538132840,01/16/2021,01/10/2021,,,,
01-10-2021,B00FH1KKMA_01_10_2021,B00FH1KKMA,Demo,0,0,Funny Guy Mugs,-1,-1,,Mug-213,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B00FH1KKMA&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Funny Guy Mugs Coffee Makes Me Poop Ceramic Coffee Mug, Brown, 11-Ounce",https://www.amazon.com/dp/B00FH1KKMA,0,Weekly,Shipped COGS,0,0,0,0,0,0,0,0,989602784489,01/16/2021,01/10/2021,,,,
01-10-2021,B075QMSQHW_01_10_2021,B075QMSQHW,Demo,0,0,Feelin Good Tees,0,,,K22ACUO,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B075QMSQHW&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,Feelin Good Tees I Wear This Shirt Periodically Funny Science T Shirt XL Dark Grey,https://www.amazon.com/dp/B075QMSQHW,0,Weekly,Shipped COGS,0,0,0,0,0,0,0,0,675514565923,01/16/2021,01/10/2021,,0,,
01-10-2021,B07PMTX1B8_01_10_2021,B07PMTX1B8,Demo,0,0,GDTK,-0.9285714285714286,-0.8,,QVFV1D7,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B07PMTX1B8&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,GDTK Leather Passport Holder Cover Case RFID Blocking Travel Wallet,https://www.amazon.com/dp/B07PMTX1B8,0,Weekly,Shipped COGS,0,0,0,0,0,0,0,0,784808990564,01/16/2021,01/10/2021,0,0,0,
01-10-2021,B078NG4816_01_10_2021,B078NG4816,Demo,0,0,Vela Lanterns,,0,,OWXCUHW,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B078NG4816&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Vela Lanterns Moroccan Style Candle Lantern, Medium, Purple Glass",https://www.amazon.com/dp/B078NG4816,0,Weekly,Shipped COGS,0,0,0,0,0,0,0,0,629619114647,01/16/2021,01/10/2021,,0,,
01-10-2021,B00QSNKZIU_01_10_2021,B00QSNKZIU,Demo,0,0,Feelin Good Tees,2,2,,67QAIY6,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B00QSNKZIU&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,Feelin Good Tees I Wear This Shirt Periodically Funny Science T Shirt XL Dark Grey,https://www.amazon.com/dp/B00QSNKZIU,0,Weekly,Shipped COGS,0,0,0,0,0,0,0,0,283348949519,01/16/2021,01/10/2021,,0,,
01-10-2021,B01KKUEX66_01_10_2021,B01KKUEX66,Demo,0,0,Feelin Good Tees,,-0.5,,PWHADV5,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B01KKUEX66&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,Feelin Good Tees I Wear This Shirt Periodically Funny Science T Shirt XL Dark Grey,https://www.amazon.com/dp/B01KKUEX66,0.001941747572815534,Weekly,Shipped COGS,0,0,0,0,0,0,0,0,908380758989,01/16/2021,01/10/2021,,1,0,
01-10-2021,B01D2JEHDG_01_10_2021,B01D2JEHDG,Demo,0,0,Flint,-1,,,856299005536,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B01D2JEHDG&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Flint Retractable Lint Roller, Refillable, 30 Sheets, Metallic Rose Gold",https://www.amazon.com/dp/B01D2JEHDG,0,Weekly,Shipped COGS,0,0,0,0,0,0,0,0,105959021525,01/16/2021,01/10/2021,,,,
01-10-2021,B0019ZOZ56_01_10_2021,B0019ZOZ56,Demo,0,-1,,-0.4761904761904762,-0.6764705882352942,,90640,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B0019ZOZ56&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Swimline Giant Pretzel Swim Fun Inflatable Floating Seat, 1-Pack",https://www.amazon.com/dp/B0019ZOZ56,0.021359223300970873,Weekly,Shipped COGS,0,0,0,-1,0,0,0,-1,927524352293,01/16/2021,01/10/2021,0,1,0,
01-10-2021,1449433251_01_10_2021,1449433251,Demo,0,0,,-1,0,,P5RTE5C,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=1449433251&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,The Complete Calvin and Hobbes,https://www.amazon.com/dp/1449433251,0,Weekly,Shipped COGS,0,0,0,0,0,0,0,0,52491646142,01/16/2021,01/10/2021,0,0,0,
01-10-2021,B003EQ4AYY_01_10_2021,B003EQ4AYY,Demo,0,0,Pendleton,-1,,,ZA13150717,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B003EQ4AYY&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,Pendleton National Park Blanket - Full Crater Lake One Size,https://www.amazon.com/dp/B003EQ4AYY,0,Weekly,Shipped COGS,0,0,0,0,0,0,0,0,217888696411,01/16/2021,01/10/2021,,,,
01-10-2021,B004S6NAPO_01_10_2021,B004S6NAPO,Demo,0,0,NEFF,-0.8333333333333333,,,BVASPZB,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B004S6NAPO&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Neff Unisex Daily Beanie, Warm, Slouchy, Soft Headwear, Teal, One Size",https://www.amazon.com/dp/B004S6NAPO,0.001941747572815534,Weekly,Shipped COGS,0,0,0,0,0,0,0,0,477544016023,01/16/2021,01/10/2021,,1,,
01-10-2021,B002PEGT9U_01_10_2021,B002PEGT9U,Demo,41.90933333333333,-0.043848000000000005,Peg Perego,-0.4807692307692308,0.19999999999999996,,IGOR0039,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B002PEGT9U&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,Peg Perego John Deere Ground Force Tractor with Trailer,https://www.amazon.com/dp/B002PEGT9U,0,Weekly,Shipped COGS,1010.29,1.0263347908058886,0.01597833011433404,0.8801690000000001,30,1,0.013537906137184115,0.875,726202997879,01/16/2021,01/10/2021,0,0,0,6
01-10-2021,B07CJVK7PL_01_10_2021,B07CJVK7PL,Demo,0,0,Clocky,1.6666666666666665,7,,SMJ75LF,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B07CJVK7PL&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"CLOCKY Alarm Clock on Wheels (Original) | Loudest for Heavy Sleeper (Adult or Kid Bed-Room Robot Clockie) Funny, Rolling, Run-Away, Moving, Jumping (Pink)",https://www.amazon.com/dp/B07CJVK7PL,0,Weekly,Shipped COGS,0,0,0,0,0,0,0,0,5251941939,01/16/2021,01/10/2021,0.2,0,,
01-10-2021,B077Y2SJML_01_10_2021,B077Y2SJML,Demo,40.097692307692306,0.013451,Godinger,0.045454545454545456,0.09523809523809534,,Decanter Globe,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B077Y2SJML&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Whiskey Decanter Globe Set with 2 Etched Globe Whisky Glasses - for Liquor, Scotch, Bourbon, Vodka - 850ml",https://www.amazon.com/dp/B077Y2SJML,0.00970873786407767,Weekly,Shipped COGS,1947.66,0.34523628627868097,0.030803387572364213,0.22402,52,0.40540540540540543,0.023465703971119134,0.3,380799405418,01/16/2021,01/10/2021,0,0.031055900621118012,0,1
01-10-2021,B07PPY4Q8M_01_10_2021,B07PPY4Q8M,Demo,0,-1,GDTK,0,-0.5,,HXQV4WA,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B07PPY4Q8M&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,GDTK Leather Passport Holder Cover Case RFID Blocking Travel Wallet,https://www.amazon.com/dp/B07PPY4Q8M,0,Weekly,Shipped COGS,0,0,0,-1,0,0,0,-1,260174150986,01/16/2021,01/10/2021,0,0,0,
01-10-2021,B07PVLM6S9_01_10_2021,B07PVLM6S9,Demo,0,0,SONGDU,-1,-1,,.,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B07PVLM6S9&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,SONGDU Men's Ultra-Thin Quartz Analog Date Wrist Watch with Black Leather Strap,https://www.amazon.com/dp/B07PVLM6S9,0,Weekly,Shipped COGS,0,0,0,0,0,0,0,0,319806459913,01/16/2021,01/10/2021,,,,
01-10-2021,B01GA64PTE_01_10_2021,B01GA64PTE,Demo,12.91,0,Sparko Sweets,0,-1,,LKZPC7L,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B01GA64PTE&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Galaxy Lollipops Planet Designs Gift Pack, 10 Lollipop Set, 2 Pounds, Juicy Cherry Flavor, Handcrafted in USA, Sparko Sweets",https://www.amazon.com/dp/B01GA64PTE,0,Weekly,Shipped COGS,17.2,0,0.0002720281087277371,0,1,0,0.0004512635379061372,0,430515115984,01/16/2021,01/10/2021,0,0,0,370
01-10-2021,B00AYP8GRA_01_10_2021,B00AYP8GRA,Demo,0,0,YAMAZAKI home,-1,,,7408,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B00AYP8GRA&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"YAMAZAKI home 7409 Silicone Animal Card-Holder – Paper Organizer for Desk or Office, Gray",https://www.amazon.com/dp/B00AYP8GRA,0,Weekly,Shipped COGS,0,0,0,0,0,0,0,0,954918930285,01/16/2021,01/10/2021,,,,
